transaction_id,customer_id,transaction_amount,transaction_timestamp,region,state,customer_category,account_balance
5789,7a9af106-8489-4dd4-b037-318fdbd0d10e,7665.06,2022-10-06 00:19:32,North America,Canada,Medium-Profile,6011.3
5790,e9d10b36-faf7-4d18-bf19-b4d64fa608d8,6898.06,2022-08-05 05:02:17,Africa,South Africa,Medium-Profile,5864.27
5791,e6901007-1a9b-4e6c-8e47-0737fb75b7fe,8230.19,2023-04-05 01:15:52,South America,Mexico,High-Profile,11014.25
5792,0a8cd419-a3f1-44f9-8971-25962e6429bf,3524.11,2022-09-18 23:23:32,Europe,Germany,Low-Profile,1641.72
5793,c93d046e-d764-47a7-b035-7c85500b7752,2247.72,2022-09-19 04:45:19,Europe,Ireland,Medium-Profile,9420.01
5794,c3dd604f-8c02-4437-85c8-c1562ffd8ad4,3380.57,2022-11-28 06:33:20,Africa,Nigeria,High-Profile,58416.37
5795,ccd31d2c-650f-41ab-b554-0942684cd565,2476.37,2023-04-28 19:20:03,Africa,Nigeria,Low-Profile,863.02
5796,d1108719-a754-4421-9905-4f25724863c5,7515.32,2022-10-02 12:26:54,South America,Brazil,Medium-Profile,9665.82
5797,8c2ba218-8a7e-4cfb-bda9-25e1c38dac85,4878.1,2023-03-20 14:08:27,Europe,Germany,Low-Profile,1971.36
5798,ac8e2a13-b97e-48f3-bc50-c8154067eee7,6989.83,2023-03-29 15:05:19,North America,USA,Low-Profile,2908.93
5799,e062e47b-9e48-4f1f-ba75-a401bba6a1ea,1187.69,2022-12-12 04:51:40,North America,USA,Medium-Profile,5936.59
5800,0788e16d-ac8e-40bf-ae2c-060385ead550,6338.25,2022-12-21 08:44:45,Europe,UK,High-Profile,14583.17
5801,7c6bc1a4-1ee1-4b31-8bbd-51d526f03bd8,4776.48,2023-03-12 16:46:57,South America,Brazil,Medium-Profile,6037.65
5802,c275be94-9aa6-45c1-b161-f156e009a039,2084.12,2022-08-17 13:21:12,South America,Mexico,Medium-Profile,8031.33
5803,cbe45dcd-1064-4d61-b7e1-f2da45a793a1,8457.78,2023-06-18 08:18:50,Europe,UK,Medium-Profile,8718.53
5804,a3c3f9e9-7620-4177-97f1-70c101e2d95f,3950.72,2023-06-04 12:31:09,Africa,Kenya,High-Profile,38096.99
5805,08502903-fffd-42b8-82d5-ad3e9989512b,3372.54,2022-09-15 22:49:01,Europe,Sweden,High-Profile,27063.0
5806,68f8d6db-85a8-4642-8444-4f6b91ecb6a2,8068.7,2022-10-30 09:28:28,South America,Brazil,Medium-Profile,8746.64
5807,83688be4-3b3a-4f72-a64a-f01602ca009a,7148.19,2022-11-30 09:29:16,Africa,Kenya,High-Profile,55336.93
5808,ec0e18be-ee52-4890-82c9-2042a895fd93,8145.31,2022-11-11 07:16:38,North America,USA,Low-Profile,752.9
5809,ab1ba1a3-3272-4eca-a996-a847322e64aa,1053.94,2023-07-04 23:22:22,North America,USA,Medium-Profile,9739.31
5810,f74956de-cc42-4080-b60b-9da0b8111973,8194.16,2023-07-02 12:29:18,North America,Canada,Low-Profile,4946.82
5811,28578d15-e7e9-4add-806f-63da91ecfd69,6106.81,2023-05-07 02:16:40,Africa,Nigeria,Medium-Profile,6160.69
5812,dbc49081-0406-454b-85df-6360327e6bd1,1672.08,2023-01-01 11:39:31,Europe,Germany,High-Profile,96437.28
5813,7758808e-8aa1-4d74-83a1-1f0d48d609e0,3435.99,2023-01-13 09:15:29,South America,Mexico,High-Profile,51545.03
5814,ddf0a9ad-18c0-4245-8fb4-c669110da389,6577.92,2022-07-27 09:09:17,North America,USA,High-Profile,91282.58
5815,ce04022a-62a1-4f23-9a67-b2ee61cadbe2,5120.5,2022-08-01 05:24:53,Europe,UK,Low-Profile,3124.93
5816,d145b796-072c-422a-a329-1457e4f6593b,1884.96,2023-01-05 00:09:30,South America,Mexico,High-Profile,55096.33
5817,f4c9e791-292e-4937-a717-a7836bcd8587,6589.85,2023-03-24 21:34:36,South America,Mexico,High-Profile,35448.8
5818,c73b6c65-4506-48f0-bccb-372c4dcd3767,3070.51,2023-01-10 17:48:29,North America,Canada,Low-Profile,3162.67
5819,7b33e9da-69ea-44a0-ba20-9cf99707824f,5522.31,2023-05-19 22:50:21,South America,Brazil,High-Profile,91206.58
5820,4ebd897c-d680-451d-9887-67786a0076e8,6882.04,2022-12-02 01:56:58,South America,Mexico,Medium-Profile,7787.49
5821,aff861e8-f88e-4e49-9a1c-856a6a832e35,1935.1,2023-05-13 19:22:01,North America,Canada,High-Profile,77337.19
5822,fc9d2df0-3656-4dff-8a12-dda78878440e,6021.31,2023-06-06 02:34:36,Africa,Ghana,Low-Profile,3683.61
5823,6b4a334f-8c0b-4599-90a2-72141a46576e,4066.21,2022-09-10 02:32:14,South America,Mexico,Low-Profile,4857.22
5824,0d96c221-4277-402a-9fff-3d9e025a7ab1,187.09,2023-02-13 13:28:47,South America,Brazil,Low-Profile,1616.26
5825,f4019b01-90c4-4009-808b-21124c333981,8876.0,2023-05-25 08:02:21,South America,Brazil,Medium-Profile,5843.28
5826,c8d177da-bf29-413c-8bad-fe249b516332,879.59,2022-11-25 18:13:59,Europe,UK,High-Profile,85611.35
5827,0b6a0ba4-f817-43b0-a96d-8c44602844e4,682.99,2022-08-28 15:40:45,Europe,Sweden,Medium-Profile,9576.22
5828,e1bf85a6-caaa-426d-9353-0f05540daef5,4629.61,2023-06-24 09:13:46,Europe,Sweden,Medium-Profile,5780.07
5829,1b3709ac-3e7e-4115-a828-c5f5f0f9b3e7,8694.7,2022-11-08 08:28:36,South America,Mexico,Medium-Profile,5418.22
5830,3f0a0187-0dbf-440c-a9a6-597ee358b8a9,5653.36,2023-04-20 14:18:28,Europe,UK,High-Profile,35349.77
5831,172641e4-e84e-46e3-9090-213efedc4022,5744.7,2023-03-25 07:53:57,Africa,Nigeria,High-Profile,29543.82
5832,c28a860f-ac3f-48d5-b4a8-1df00beb6d10,7435.24,2022-08-06 18:27:27,South America,Brazil,High-Profile,95993.18
5833,14259630-06ea-4a4e-b431-591ca240684e,5231.16,2023-03-11 02:22:23,Europe,Ireland,Low-Profile,3188.27
5834,1aef3001-58b6-4cdd-ae23-a84b934c69d8,3070.24,2023-05-12 08:02:50,Africa,Ghana,Low-Profile,2655.77
5835,64549f9f-3dd4-4290-9a16-efd758b5567f,7306.18,2023-04-07 17:47:17,Europe,Sweden,High-Profile,36214.88
5836,2b134140-9b08-4ca7-8f64-5143fa134a5a,9726.22,2022-09-17 09:04:22,Africa,South Africa,Low-Profile,4668.74
5837,bd3dfaa0-c91d-4876-b46a-8ec6d3fe3077,3469.09,2023-05-11 21:08:09,Africa,Kenya,High-Profile,75951.7
5838,bcaa152d-5480-4210-94b7-09a9ba56880f,7364.43,2022-09-28 11:47:27,North America,Canada,High-Profile,43773.84
5839,ef1a0d98-7415-4f59-9111-e85d3c5962da,1397.23,2023-06-26 21:41:35,Europe,UK,High-Profile,58852.98
5840,b02583bd-0e24-431b-a6e4-05c81b2118aa,7905.77,2023-02-14 02:51:46,North America,USA,High-Profile,16490.12
5841,47417794-94d4-4e99-9e40-f5e98e318167,2127.71,2023-07-08 10:34:36,Europe,Germany,Low-Profile,957.63
5842,91da09b0-13fa-4a0b-b8a4-d857484df276,8617.84,2022-07-31 19:58:35,Africa,Kenya,Medium-Profile,9601.43
5843,93d060f5-dd22-453c-85ac-50ff501b455a,8800.75,2022-10-20 08:38:22,South America,Brazil,Medium-Profile,7981.87
5844,29120e72-e677-464c-9989-5593be4a3c2b,9177.02,2023-02-11 00:45:54,Africa,Kenya,Low-Profile,4024.89
5845,2596ceb1-a12b-427c-9691-13e4d2aa7842,3108.26,2022-11-20 18:13:56,North America,Canada,Low-Profile,345.17
5846,4ca19429-303f-493e-a8bc-5059b1a6b6e8,7013.09,2023-02-15 14:25:41,South America,Mexico,High-Profile,96629.75
5847,1ddc547d-c5a9-45d9-af9d-0a449a125a7c,2313.79,2022-07-28 09:24:27,North America,USA,Medium-Profile,9349.12
5848,38f922db-bbcf-4ec2-bd64-b65cd924f40c,3767.68,2022-12-24 11:40:04,Europe,Germany,Low-Profile,956.7
5849,f2e7f5a6-89a1-4d4f-86e8-0b7317489003,2567.62,2023-05-14 00:14:07,Africa,Ghana,High-Profile,42539.67
5850,a5eb621c-889d-405a-96c3-861b2090cbc1,2203.44,2023-06-03 19:46:19,Africa,Nigeria,High-Profile,77198.63
5851,42b20889-aa03-4fcb-b2d7-8b70d932cacc,7202.73,2023-03-24 05:26:21,Africa,Nigeria,Medium-Profile,7488.1
5852,5cf08efd-5c66-4c15-a674-91b82e916ff0,8501.65,2023-05-21 14:04:13,South America,Brazil,High-Profile,11639.26
5853,4697b76f-5331-4b38-8d6a-730e094846a1,3666.25,2022-09-12 07:08:36,North America,Canada,Medium-Profile,6722.92
5854,8260900c-a4e1-4d40-8856-55497d14c603,7482.19,2023-01-20 00:41:24,North America,USA,High-Profile,59667.73
5855,e3f615f3-2e2d-4baf-b6c6-58828eac10af,5068.07,2023-05-27 22:50:04,Africa,Ghana,Medium-Profile,5225.46
5856,b4771ab5-02d0-4b20-b937-4f589bf55bbf,5734.93,2023-06-06 22:43:07,North America,Canada,High-Profile,27815.48
5857,469b1063-729a-4838-b63e-04dd5e99be6f,874.39,2023-03-13 12:36:53,Africa,Nigeria,Low-Profile,4685.32
5858,2aa1b1f4-462c-4f1b-8cb6-07213a66edd1,8472.74,2023-03-09 20:52:44,South America,Mexico,High-Profile,95821.66
5859,0c3c22ce-f684-4ee2-8d02-ccf6abb00461,7357.43,2022-09-03 19:14:52,South America,Brazil,Low-Profile,3629.32
5860,85a65121-f5ef-4fc5-a40d-938c7ee15340,9518.89,2023-06-26 17:55:19,Europe,UK,Low-Profile,4449.64
5861,27b7c79c-a8c7-41ef-825e-4c32eaab9c69,190.69,2022-09-30 22:07:22,Europe,Sweden,High-Profile,38139.63
5862,3c409fdb-5c53-4440-a94a-d0e684cad61e,1302.51,2023-04-26 13:08:57,Europe,UK,High-Profile,20136.94
5863,54f677f3-c53b-4b52-b76c-79cdcceb45db,4945.14,2023-05-11 12:56:12,Europe,Sweden,High-Profile,81978.64
5864,7cd28cdb-c22a-4958-bc1a-36583e82f420,3667.37,2023-06-22 05:23:12,Europe,Sweden,Low-Profile,4150.37
5865,4990c5c0-08ef-44e3-90fd-59f790ddb735,1709.87,2022-07-18 05:18:29,North America,USA,High-Profile,89486.51
5866,cc447aca-55a2-4397-acea-1d22a4a2071b,1092.02,2022-09-28 21:48:08,North America,USA,Low-Profile,616.23
5867,93a28981-0ccd-45af-b709-588932cdf78e,8630.22,2022-08-23 19:48:40,Europe,Ireland,High-Profile,23239.0
5868,9ac85196-8cba-48c5-b0dc-0e3d6d80276a,7663.69,2022-07-16 10:09:39,South America,Mexico,Medium-Profile,5399.93
5869,85d4c553-0137-456a-8584-c66886bdbdb8,6024.93,2022-07-27 04:48:53,Africa,South Africa,Low-Profile,3085.26
5870,e729b2a2-85c3-48d9-ad8b-1065841dad39,7983.72,2023-03-04 08:46:49,North America,Canada,Medium-Profile,7451.48
5871,c2af8341-86bf-4892-bbfc-6c19314caa69,6216.34,2022-12-02 11:09:48,Europe,UK,High-Profile,58982.02
5872,f01a0a3b-9f72-4730-ac92-f5300a698363,391.52,2022-11-05 13:25:14,North America,USA,High-Profile,62894.1
5873,5bafa4f6-0857-4936-ad20-9671f1b0c513,2242.64,2022-10-18 12:07:45,North America,Canada,High-Profile,20832.83
5874,ccb73626-6c23-46b3-a13a-b63be78071ca,9099.5,2022-11-06 11:50:20,Europe,UK,Low-Profile,1673.83
5875,c65db7c2-ef61-4581-ac64-2c100f2d847c,5076.2,2022-11-29 16:40:10,Africa,Nigeria,Low-Profile,2802.99
5876,14f4c456-f2f3-43f9-8ac1-330f9d839aa0,3554.93,2023-05-16 03:55:46,Europe,Germany,Medium-Profile,9856.0
5877,420f349c-7170-4bb3-9f96-659255ad12a7,9959.74,2023-05-20 12:32:28,North America,Canada,High-Profile,38967.57
5878,5a4dd614-e86d-4f7a-afd7-e1c7347b9001,8520.02,2023-02-09 21:21:08,Africa,Nigeria,Medium-Profile,5875.99
5879,55cc11be-eea3-482e-a4d0-c67398b36ad8,4244.77,2022-08-18 09:05:45,North America,Canada,Low-Profile,890.64
5880,985c4ce4-4741-4c7f-90cf-894f44f91fcd,934.81,2023-06-25 13:41:02,Africa,Kenya,High-Profile,52698.09
5881,707dee82-390f-490c-84bb-518292e2bb00,8633.2,2022-12-26 06:37:18,Europe,Germany,Low-Profile,513.98
5882,2f080848-556c-4a12-b8b8-9c58c141e166,4469.6,2022-08-29 19:25:33,Europe,Sweden,Low-Profile,3048.1
5883,3f74af32-d0d5-4e08-a545-388a602370f6,4704.49,2022-10-18 04:38:48,Africa,Nigeria,High-Profile,16430.6
5884,ad67a298-f407-4745-be7d-e8b696432d53,9822.55,2023-02-14 22:06:03,South America,Brazil,Low-Profile,87.76
5885,2c95677c-6250-48f2-ac18-99bec0cecd6b,6305.54,2023-03-15 04:57:43,Europe,Sweden,Medium-Profile,5917.42
5886,c4f2783a-ffac-4a5e-b4dc-210a52c8bf84,6034.7,2022-07-26 03:39:09,Europe,Ireland,Medium-Profile,9476.6
5887,4627f5f7-f79f-452c-9d94-b2437ab3251d,5779.99,2023-07-01 06:56:50,North America,Canada,Low-Profile,4251.79
5888,0f4a260d-611b-47d8-a4d8-b17bf031dd37,9806.56,2023-07-08 10:20:37,Europe,Germany,Low-Profile,4782.1
5889,e8e84425-0859-4cd6-8291-196b60bc3cf8,8672.97,2023-04-20 19:49:15,Africa,South Africa,High-Profile,44673.25
5890,07f6517f-23dc-4d11-9246-50776079a1b0,5622.82,2023-03-24 05:39:47,South America,Brazil,Medium-Profile,9073.03
5891,f05d745a-56fe-4241-b9e1-76f57b145479,3129.87,2023-04-18 07:06:55,Africa,Kenya,High-Profile,88299.22
5892,047c1fbd-40e8-44f3-adef-db09c37eac4c,87.78,2022-10-04 08:29:30,Europe,UK,High-Profile,81371.15
5893,f26c0435-c845-4214-8c21-6fd58cd4afc2,3156.08,2022-08-01 16:57:27,Africa,Ghana,Low-Profile,4561.24
5894,b7cef689-10eb-4438-bd3d-01149b5d9573,615.11,2022-10-19 02:35:06,Africa,Ghana,Low-Profile,970.01
5895,85aca8e7-2186-46f1-99d0-acfe30bb9630,8467.83,2023-04-03 03:46:13,North America,Canada,High-Profile,20526.43
5896,a4d2e444-2955-4999-b0cd-c58934ca0ab7,8312.38,2022-09-03 08:40:18,Europe,Sweden,High-Profile,57099.48
5897,6f8f3740-b87d-43de-b044-6c149c13a4b7,9125.67,2023-02-09 22:39:04,South America,Brazil,Low-Profile,2123.57
5898,aab5dc8a-b011-45a7-8766-be697f629d7b,5839.6,2023-02-15 07:00:18,Africa,South Africa,High-Profile,16016.25
5899,1d4cb3d9-c359-431b-98a8-2ddb2910244a,87.8,2022-11-06 23:43:13,Africa,South Africa,Medium-Profile,6199.37
5900,13974d1d-ed8e-4a1f-9e15-07b0626b2a5a,9701.57,2023-03-09 09:38:46,South America,Mexico,Low-Profile,795.22
5901,070581f5-4a47-4342-86e2-71f18abb1f12,9624.69,2023-04-20 04:04:32,Europe,Germany,High-Profile,86253.85
5902,dadaba62-f0fc-4caf-a42f-7fcb68a394b5,263.36,2022-12-12 08:10:57,North America,USA,Low-Profile,2211.35
5903,f686b0de-afc9-412e-b3f8-5b769820eb4b,4761.44,2022-09-14 07:11:32,North America,Canada,High-Profile,43683.7
5904,4d5f5ab8-6f61-456b-b321-e99ae0fd59b4,8841.26,2022-08-18 14:49:12,South America,Brazil,Medium-Profile,6599.51
5905,83296b86-be2e-4f8b-9e3a-aa53567f8ca2,7878.99,2023-06-06 23:38:01,Africa,Ghana,Low-Profile,1708.37
5906,ab219f5a-e6ab-4e59-abf8-70f691abdb10,1606.46,2022-09-15 12:26:05,South America,Mexico,Medium-Profile,9932.28
5907,cd2fa7f7-116b-4fb4-ad31-25825a6598aa,9058.5,2022-08-23 05:38:37,North America,Canada,Medium-Profile,6064.83
5908,023a16ba-aa29-4174-903b-6667012978e1,3601.54,2022-12-15 02:56:56,Africa,Ghana,Medium-Profile,6087.52
5909,b394c545-f2ce-4517-af1c-1220da9f76ca,7120.13,2023-04-17 12:02:47,North America,Canada,High-Profile,90182.56
5910,1c98b3eb-fe6f-458b-881e-c411d712b8d2,814.84,2023-05-10 06:09:08,Europe,Germany,Low-Profile,304.36
5911,2456c6fe-f216-4c5c-90ba-301e773a7e84,7053.65,2022-12-23 10:03:04,South America,Brazil,Medium-Profile,5064.68
5912,d802ff4c-7a2a-403a-ba24-13f52dd21630,1802.19,2022-07-31 03:07:38,North America,USA,Low-Profile,3197.89
5913,748d8ba0-4089-4ff3-abb5-6a261cf87ed2,1157.51,2023-04-19 08:37:48,Europe,UK,High-Profile,99834.32
5914,778ae19d-820b-436e-8a6f-055f753ba7bc,8236.9,2022-09-21 19:43:16,North America,Canada,High-Profile,27948.6
5915,7e5e54aa-81c7-417d-a9d5-652eb59b8db1,9710.77,2022-12-14 15:02:37,North America,Canada,Low-Profile,3775.93
5916,93ae6bcf-6cac-483b-9de9-dc4d00398d7b,185.0,2023-05-10 19:54:10,South America,Brazil,Low-Profile,544.54
5917,6eb09f1c-bad9-43b0-b22b-2128fb8a919b,6011.68,2023-02-01 23:36:04,North America,USA,High-Profile,29463.08
5918,30b86401-5025-4d44-b44f-f3a7501e93fd,4838.44,2023-02-01 00:51:18,North America,USA,Low-Profile,3892.9
5919,5f09e3de-7000-4cc6-8d8e-5bb21e9d8da5,3935.27,2022-12-07 06:56:29,South America,Mexico,High-Profile,51957.62
5920,0d989936-b7f8-4cc5-9f0c-f8b85bdf56b3,9744.95,2022-08-06 14:29:38,North America,USA,Low-Profile,2466.07
5921,07384213-0af7-4954-8583-b76053539297,4497.9,2023-01-27 19:39:32,Europe,Ireland,Low-Profile,3604.73
5922,b23488da-deb1-40dd-9b17-1c0e75bdfb19,4593.88,2022-09-20 05:05:12,North America,USA,High-Profile,45997.85
5923,e0f05cda-4e0f-417f-9857-fdce3cee1a16,5058.9,2023-03-23 08:45:59,Europe,Ireland,High-Profile,49204.72
5924,bece6ba3-6daa-4a29-a131-a1a534218e36,9753.83,2022-12-12 03:24:02,Africa,Nigeria,Low-Profile,2362.43
5925,c4d27fdf-89de-4dd5-a904-f689323abd7a,9695.93,2023-07-02 15:48:04,Africa,Ghana,Low-Profile,1657.02
5926,561a9ed8-b0e2-41ed-b9a7-5679ce600331,6575.89,2023-04-15 04:47:37,North America,Canada,High-Profile,45861.3
5927,e920aa48-6121-4bcd-bf48-7b5269b40c85,262.54,2022-11-30 19:36:12,Europe,Germany,Medium-Profile,7760.38
5928,9509b4a2-9135-4b72-9477-0eec000beef9,2928.21,2023-05-12 17:33:33,North America,USA,Medium-Profile,7204.88
5929,a38c552b-9d68-422c-8b99-f65b59372533,1033.66,2022-12-13 13:11:27,North America,USA,High-Profile,60355.78
5930,9db97b3d-1983-4e19-bc8f-750cd0ff01ec,7510.9,2022-07-18 14:08:08,Europe,Germany,Medium-Profile,5900.11
5931,cc58268e-d883-4e5e-b78c-bda69b58def2,1993.32,2022-12-07 00:06:55,South America,Mexico,High-Profile,15692.86
5932,fa116608-8edc-4a9e-a8b7-ce9a7b263928,3649.31,2023-02-15 20:30:39,Africa,Kenya,Medium-Profile,8907.24
5933,1ef5d6e4-afa6-49bf-b53d-759374f3cf35,438.8,2023-05-02 03:24:37,North America,USA,Medium-Profile,9987.51
5934,ff7dc993-0149-4a7b-a811-3bc23be7ff3f,7747.38,2022-12-28 02:52:44,Africa,Ghana,Medium-Profile,8226.53
5935,4f3559ea-0afe-4b92-9737-c64569271dde,3657.2,2022-09-08 06:07:09,Europe,Sweden,High-Profile,50403.83
5936,17228f6b-1092-4021-b52d-3d6c6dad9125,122.14,2022-12-22 08:02:55,Europe,UK,High-Profile,77276.52
5937,e3827d6a-00ad-4b98-9fab-19138737cb72,8079.97,2023-01-24 17:29:26,Europe,Germany,High-Profile,41923.34
5938,6d0e73f8-904d-4713-9aef-9d9d08bd8b10,9182.36,2022-07-28 18:10:04,North America,Canada,Low-Profile,3516.14
5939,8cb2bd3c-a455-48a7-ae19-539a5a6041f6,2524.36,2023-04-29 05:20:44,North America,USA,Medium-Profile,7694.96
5940,e7a09353-ec92-4739-9594-2f4bd22f95eb,7070.79,2023-04-11 11:17:04,South America,Mexico,Medium-Profile,5568.32
5941,cbadb384-9f2a-49e6-8de7-6d64d6675dac,7668.54,2022-08-11 22:28:46,South America,Mexico,Low-Profile,834.04
5942,6b048b34-6aeb-4812-b2c1-17d5bbffd6cb,187.26,2023-07-01 02:45:49,South America,Brazil,Medium-Profile,8510.32
5943,5a5ffb97-a93a-4089-8e74-e720873eafda,4140.87,2022-10-22 08:47:27,Africa,Nigeria,Low-Profile,4151.48
5944,8a1901f7-0be7-46f8-b1fe-0f07edaf282c,7612.77,2022-11-21 12:26:16,Europe,Ireland,High-Profile,19330.22
5945,caf2a545-b2b4-49fe-8cca-97b222fe3fdb,28.28,2023-05-24 16:35:12,North America,USA,Low-Profile,4067.31
5946,2e780d9e-52e4-4b00-b783-f22d4ba3c2d7,3504.57,2023-02-25 21:48:49,North America,Canada,Low-Profile,1663.56
5947,75058571-1df4-44a5-9ca3-932e13064468,316.64,2022-10-08 12:38:11,North America,Canada,Low-Profile,2563.93
5948,5711b998-6b73-412a-8847-043b4100b604,7263.41,2022-07-23 05:20:27,North America,Canada,Medium-Profile,5013.35
5949,39c2dac6-0d4f-4bfd-9dac-e47f51739001,7953.99,2022-09-08 20:27:47,Europe,Ireland,Medium-Profile,6552.0
5950,28137f39-6985-4833-ad2a-0ed5bee5e976,4711.81,2023-04-11 08:22:01,Africa,Kenya,Low-Profile,3305.42
5951,9aec4f0c-d360-45d1-8c8d-8712ccaca570,7490.81,2022-10-10 16:44:19,North America,Canada,High-Profile,88841.59
5952,c0e5aaed-fa58-47b8-a55d-1767b3b79075,515.71,2022-10-13 04:50:07,South America,Mexico,Medium-Profile,8889.72
5953,76df140c-7072-4d43-8fba-2be217a0df14,9749.93,2023-07-12 06:59:58,North America,Canada,Low-Profile,1948.72
5954,1ccdf54d-5235-4213-af8a-2d7337c24a59,4886.32,2023-05-14 14:39:20,South America,Mexico,High-Profile,81400.35
5955,f2be3fff-fa74-49e5-8ee4-9f5001d813c2,7038.99,2022-12-06 21:25:29,Africa,Ghana,High-Profile,86897.84
5956,35135ab3-bf62-4b12-ac1b-515e3c1221d5,4204.87,2023-07-12 09:37:12,Africa,Ghana,Medium-Profile,9672.94
5957,03a4e789-cf95-49e6-a6cf-a1873bfb596f,4875.18,2022-08-28 09:59:31,Europe,Ireland,Low-Profile,3064.62
5958,5b36091b-0083-4e49-8644-d0a0cdebf9cb,3034.05,2023-04-08 02:24:43,Europe,Ireland,Medium-Profile,6942.64
5959,45b9757b-2c65-4036-a05c-c9a500787954,6413.77,2022-12-15 12:43:58,North America,Canada,Medium-Profile,5560.6
5960,70f6227f-5090-44c7-affe-7c2c2e8008e8,6516.27,2022-09-08 16:59:50,North America,Canada,Medium-Profile,9521.05
5961,a80cb9b9-4f74-4e44-a746-f9b7ff53ab09,1335.07,2022-08-09 18:58:04,North America,Canada,Medium-Profile,7546.14
5962,245e8042-628e-41ae-bc16-79f96c4164b9,1159.4,2022-08-27 11:37:33,Europe,UK,Low-Profile,2985.67
5963,7a902e7c-bd10-4b3e-8943-b54eea68012f,6931.63,2023-01-12 17:44:21,South America,Brazil,High-Profile,40716.06
5964,02f93791-02d4-4677-b905-8721a4588065,7646.5,2023-02-11 23:37:31,Europe,Ireland,High-Profile,81133.14
5965,4d31ff35-2e7d-4db8-ac97-680747c6cc19,9623.84,2022-11-14 04:50:05,North America,USA,Medium-Profile,8881.39
5966,07b9dba2-965d-4105-94a0-bb5b6ef98a46,258.02,2023-03-01 20:17:59,Africa,Ghana,Low-Profile,727.55
5967,b16bcadf-0b32-4bc2-b622-390aae5deebf,4364.08,2023-05-21 10:03:55,Europe,UK,Low-Profile,2130.56
5968,8df4dd91-e46e-4ece-8507-6bd3cae95ce9,1867.83,2022-09-12 20:25:40,Europe,Sweden,High-Profile,15322.55
5969,36f203b0-85e9-43f7-b0c4-68f53e3db97c,9837.64,2023-04-22 18:07:17,Europe,Ireland,Low-Profile,3674.98
5970,05455c86-4f75-4f4a-a2aa-a99651f38e3d,727.85,2022-10-06 23:35:00,South America,Brazil,Low-Profile,6.17
5971,ee2d38fe-1d3e-493a-b469-0716ad86cf3d,8427.37,2022-09-05 01:43:46,North America,USA,Low-Profile,4301.03
5972,b1a3c052-321f-4766-810c-5d59261fe235,4458.04,2022-09-19 19:37:53,South America,Mexico,Medium-Profile,5895.21
5973,7e67a240-2b50-4386-962d-eed3f47c42e8,2419.72,2022-12-20 12:33:24,North America,USA,High-Profile,62764.92
5974,a92fe423-c49f-42af-af1c-77e174bf15a1,2536.13,2023-06-18 12:25:43,Europe,Sweden,Low-Profile,1952.0
5975,de44ba6d-1ce4-4c40-aedf-2a201c4d686e,466.65,2023-06-18 20:19:15,Europe,Ireland,Medium-Profile,9637.31
5976,cbb5e440-ac17-456d-bd74-e33ff6feb15a,7500.59,2023-03-26 22:35:18,Europe,Germany,Low-Profile,4031.75
5977,f99fb7d7-c477-41fb-ae38-112161bbfa75,4607.59,2022-08-10 20:36:39,Africa,Ghana,High-Profile,81617.25
5978,43f9b544-70aa-45f1-b261-8fff3c100a92,7776.8,2022-09-14 05:22:55,South America,Brazil,Low-Profile,2415.51
5979,4355aa65-08d9-4304-abae-30b4a0216ec9,2810.33,2023-04-28 00:20:29,Africa,Nigeria,Low-Profile,1811.76
5980,4031910c-6b7e-48f2-bc7d-95e693e772f2,9133.65,2023-06-21 23:44:11,Africa,Kenya,Medium-Profile,6049.64
5981,3946fa48-f1b6-4ed9-8d76-66faa50ae3e3,4896.75,2023-05-24 07:55:31,Africa,Ghana,High-Profile,65392.92
5982,90e6a2fc-cb53-4619-9443-760ea807d3f6,3915.6,2023-05-28 00:35:35,South America,Mexico,Medium-Profile,8857.85
5983,b0cf0bbd-c031-4f74-afd9-d0702030251b,3469.79,2022-11-25 07:21:20,Europe,Ireland,High-Profile,93861.79
5984,6b2f477a-3967-409e-ba5a-5eae604aaba3,5504.28,2023-05-23 11:26:15,South America,Brazil,High-Profile,44112.72
5985,fbd1b536-cb32-4d9c-995a-6c4e6c415692,607.36,2022-08-15 07:01:06,Africa,South Africa,High-Profile,91698.4
5986,55789d0b-06d2-4b48-bd90-eabd5d8d5b46,5823.73,2023-02-12 22:26:07,Europe,Germany,Medium-Profile,8153.12
5987,1a2889e2-f976-4c73-8565-d98ac353992e,1722.56,2023-03-23 14:50:46,Europe,UK,Medium-Profile,5375.98
5988,2aabac25-9dd8-47aa-ae09-50e9a03459ba,4286.5,2022-08-17 13:35:32,Africa,South Africa,Low-Profile,3824.7
5989,5468bac2-52df-4c5f-93f1-d0205e0779e9,1166.09,2022-08-20 10:17:42,South America,Brazil,Medium-Profile,8931.09
5990,786a8ede-80e1-41e4-bba2-49a1e3c0b6ce,9170.6,2022-09-27 15:34:46,Europe,Ireland,High-Profile,73130.42
5991,50f9d04b-83c9-4b6c-a4c8-d7f99e502b98,1171.45,2023-04-22 02:39:02,Africa,Ghana,Medium-Profile,8211.8
5992,5d8a58af-6d74-4281-89b4-12ecf96af504,8869.99,2022-10-14 03:30:12,South America,Mexico,High-Profile,33948.65
5993,37b13510-93ab-4021-80d9-b82b32c89298,4408.05,2022-11-14 18:55:32,Africa,Kenya,Medium-Profile,7102.74
5994,a5f170bc-218b-4858-a5c1-5faca1622090,5896.25,2022-09-26 08:42:12,North America,USA,Low-Profile,2568.0
